mention_id,document,footnote_ordinal,note_id,unit_ordinal,text,kind,locator,matched_key,match_score,match_method,resolution,abbreviation,abbreviation_expansion
mention-0095,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,52,52,3,Idem. Peasant servitude in the thirteenth century // Estudi General. 1986. № 5–6. P. 437–445,full_reference,P. 437–445,,0.363,below_threshold,unresolved,,
mention-0096,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,52,52,4,Idem. La condition des paysans dans un village catalan du XIIIe siècle // Annales du Midi. 1982. Т. 94. № 158. P. 231–244.,full_reference,Т. 94; P. 231–244,,0.478,below_threshold,unresolved,,
mention-0097,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,53,53,1,Idem. Catalan Lawyers and the Origins of Serfdom // Mediaeval Studies. 1986. Т. 48. № 1. P. 288–314,full_reference,Т. 48; P. 288–314,,0.238,below_threshold,unresolved,,
mention-0098,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,53,53,2,"Idem. The Catalan Ius Maletractandi // Recueil de mémoires et travaux publié par la Société d’Histoire du Droit et des Institutions des Anciens Pays du Droit Écrit. Montpellier : Faculté de droit et des sciences économiques de Montpellier, 1985. № 13. P. 39–53.",full_reference,P. 39–53,,0.258,below_threshold,unresolved,,
mention-0099,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,54,54,1,"Idem. The Llobregat as a frontier in the thirteenth century // Miscel·lània en homenatge al P. Agustí Altisent. Tarragona: Diputación Provincial de Tarragona, 1991. P. 109–118.",full_reference,P. 109–118,,0.145,below_threshold,unresolved,,
mention-0100,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,55,55,1,"Idem. Cowardice, Heroism and the Legendary Origins of Catalonia // Past & Present. 1988. Vol. 121. P. 3–28.",full_reference,Vol. 121; P. 3–28,,0.208,below_threshold,unresolved,,
mention-0101,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,56,56,1,"Idem. The Origins of Peasant Servitude in Medieval Catalonia. Cambridge; New York: Cambridge University Press, 1991.",full_reference,,korneeva-research-133,0.634,token_overlap,matched,,
mention-0102,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,57,57,1,Подробнее об этой монографии на русском языке см.:,possible_reference,,,0.153,below_threshold,unresolved,,
mention-0103,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,57,57,2,Филиппов И.С. Рец.:,commentary,,,,,not_bibliographic,,
mention-0104,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,57,57,3,Freedman P. The Origins of Peasant Serfdom in Medieval Catalonia. Cambridge,commentary,,,,,not_bibliographic,,
mention-0105,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,57,57,4,"New York, 1991 // СВ. 1993. Т. 56. С. 272–273.",full_reference,Т. 56; С. 272–273,,0.699,below_threshold,unresolved,,
mention-0106,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,58,58,1,"Freedman P.H. L’elaboració del dret i el règim senyorial en el regnat de Jaume I // Jaume I: commemoració del VIII centenari del naixement de Jaume I (L’economia rural ; L’articulació urbana ; Les institucions eclesiàstiques ; L’expansió territorial ; El comerç). Barceona: Institut d’Estudis Catalans, 2013. Vol. 2. P. 61–71",full_reference,Vol. 2; P. 61–71,,0.195,below_threshold,unresolved,,
mention-0107,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,58,58,2,"Idem.  “Remences” and the Lordship of Sant Pere de Casserres // La Corona catalanoaragonesa, l’Islam i el món mediterrani: estudis d’història medieval en homenatge a la Doctora María Teresa Ferrer i Mallol. Barcelona : CSIC, Institució Milà i Fontanals, Departament de Ciències Històriques-Estudis Medievals, 2013. P. 277–282.",full_reference,P. 277–282,,0.177,below_threshold,unresolved,,
mention-0108,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,59,59,1,"Kagay D.J. Introduction // The Usatges of Barcelona: The Fundamental Law of Catalonia. Philadelphia, 1994. P. 3–66.",full_reference,P. 3–66,korneeva-sources-038,0.678,token_overlap,matched,,
mention-0109,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,60,60,1,Ibid. P. 18.,short_reference,P. 18,korneeva-sources-038,1.0,sequential_short_reference,matched,,
mention-0110,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,61,61,1,Ibid. P. 3.,short_reference,P. 3,korneeva-sources-038,1.0,sequential_short_reference,matched,,
mention-0111,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,62,62,1,Idem. Royal Power in an Urban Setting: James I and the Towns of the Crown of Aragon // Mediaevistik. 1995. Vol. 8. P. 161–170,full_reference,Vol. 8; P. 161–170,,0.197,below_threshold,unresolved,,
mention-0112,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,62,62,2,Idem. The line between memoir and history: James I of Aragon and the Llibre del Feyts // Mediterranean Historical Review. 1996. P. 165–176.,full_reference,P. 165–176,,0.165,below_threshold,unresolved,,
mention-0113,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,63,63,1,"Idem. Army Mobilization, Royal Administration, and the Realm in the Thirteenth-Century Crown of Aragon Brill, 1996. P. 95–115",short_reference,P. 95–115,,0.185,below_threshold,unresolved,,
mention-0114,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,63,63,2,"Kagay D.J. War, government, and society in the medieval Crown of Aragon. Aldershot [England] ; Burlington, VT : Ashgate/Variorum, 2007.",full_reference,,korneeva-research-314,0.98,exact_title,matched,,
mention-0115,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,64,64,1,"Idem. Rebellion on trial: The Aragonese Union and its Uneasy connection to royal law, 1265–1301 // The Journal of Legal History. 1997. Vol. 18. P. 30–43",full_reference,Vol. 18; P. 30–43,,0.153,below_threshold,unresolved,,
mention-0116,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,64,64,2,Idem. The Treason of Center and Periphery: The Uncertain Contest of Government and Individual in the Medieval Crown of Aragon // Mediterranean Studies. 2003. Vol. 12. P. 17–35.,full_reference,Vol. 12; P. 17–35,,0.335,below_threshold,unresolved,,
mention-0117,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,65,65,1,"Kosto A. J. The""convenientiae"" of the Catalan counts in the eleventh century: a diplomatic and historical analysis //Acta historica et archaeologica mediaevalia. 1998. № 19. P. 191–228.",full_reference,P. 191–228,,0.228,below_threshold,unresolved,,
mention-0118,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,66,66,1,"Idem. The limited impact of the «Usatges de Barcelona» in Twelfth-century Catalonia // Traditio. Cambridge: Cambridge University Press, 2001. Т. 56. P. 53–88.",full_reference,Т. 56; P. 53–88,korneeva-research-322,0.98,exact_title,matched,,
mention-0119,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,67,67,1,"Idem. Making agreements in medieval Catalonia: power, order and the written word, 1000–2000. Cambridge: Cambridge University Press, 2001. P. 14.",full_reference,P. 14,korneeva-research-323,0.98,exact_title,matched,,
mention-0120,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,68,68,1,"Idem. Laymen, clerics, and documentary practices in the early Middle Ages: the example of Catalonia // Speculum. 2005. Т. 80. №. 1. P. 44–74.",full_reference,Т. 80; P. 44–74,korneeva-research-321,0.98,exact_title,matched,,
mention-0121,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,69,69,1,"Idem. Versatile Participants in Medieval Judicial Processes: Catalonia, 900–1100 // Records and Processes of Dispute Settlement in Early Medieval Societies: Iberia and Beyond. 2024. P. 311–337.",full_reference,P. 311–337,,0.207,below_threshold,unresolved,,
mention-0122,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,70,70,1,"См. обобщающие работы, задуманные одновременно и как монографии, и как справочно-обучающие материалы для студентов-историков и правоведов:",commentary,,,,,not_bibliographic,,
mention-0123,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,70,70,2,"Montagut i Estragués T. de, Maluquer de Motes i Bernet C.J. Història del dret espanyol. Barcelona: Edicions de la Universitat Oberta de Catalunya, 1997.",full_reference,,,0.307,below_threshold,unresolved,,
mention-0124,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,70,70,3,"Montagut i Estragués T. de, Ferro Delgado V., Serrano Daura J. Història del dret català. Universitat Oberta de Catalunya, 2009.",full_reference,,,0.413,below_threshold,unresolved,,
mention-0125,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,71,71,1,Montagut i Estragués T. de. La recepción del derecho feudal común en Cataluña I ( 1211–1330): (La alienación del feudo sin el consentimiento del Señor) // Glossae: European Journal of Legal History. 1992. № 4. P. 9–145.,full_reference,P. 9–145,,0.369,below_threshold,unresolved,,
mention-0126,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,72,72,1,Idem. Presencia de Las Partidas en el derecho catalán // Espacios y fueros en Castilla-La Mancha (siglos XI–XV): una perspectiva metodológica. 1995. № 2. P. 487–505.,full_reference,P. 487–505,,0.288,below_threshold,unresolved,,
mention-0127,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,73,73,1,Idem. La cultura jurídica europea del ius commune (S. XII–XV): la teoría y la práctica de sus juristas // Ius Publicum. 2008. № 20. P. 39–51.,full_reference,P. 39–51,,0.288,below_threshold,unresolved,,
mention-0128,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,74,74,1,"Idem. La Carta de Tortosa i el dret comú // Les Cartes de població cristiana i de seguretat de jueus i sarraïns de Tortosa (1148-1149): Actes de les Jornades d'Estudi commemoratives del 850è aniversari de la seva concessió, Tortosa, 14, 15 i 16 de maig de 1999, Barcelona: Universitat Internacional de Catalunya, 2000. P. 169–177.",full_reference,P. 169–177,korneeva-research-334,0.668,token_overlap,matched,,
mention-0129,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,74,74,2,Idem. La recepción del derecho feudal común en Cataluña I ( 1211–1330 ): ( La alienación del feudo sin el consentimiento del Señor ) // Glossae: European Journal of Legal History. 1992. № 4. P. 9–145.,full_reference,P. 9–145,,0.336,below_threshold,unresolved,,
mention-0130,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,75,75,1,Idem. La societat de Barcelona i el seu dret: Segles XI–XIII // Catalan Historical Review. 2008. № 1. P. 183–193.,full_reference,P. 183–193,,0.392,below_threshold,unresolved,,
mention-0131,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,76,76,1,"Idem. Recognoverunt proceres Barchinone, et antiqui et sapientes in iure Diputación Provincial de Tarragona, 2020. P. 121–144",short_reference,P. 121–144,,0.296,below_threshold,unresolved,,
mention-0132,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,76,76,2,"Idem. Els usages de Barcelona, un text jurídic medieval de doble transició // La justícia a la Catalunya medieval: actes del VII Seminari d'Estudis Medievals d'Hostalric : (18 i 19 de novembre de 2021). Hostalric: Ajuntament d'Hostalric, 2022. P. 85–93.",full_reference,P. 85–93,,0.234,below_threshold,unresolved,,
mention-0133,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,77,77,1,"Kagay D.J. The Essential Enemy: The Image of the Muslim as Adversary and Vassal in the Law and Literature of the Medieval Crown of Aragon / D. R. Blanks, M. Frassetto, New York: Palgrave Macmillan US, 1999. P. 119–136.",full_reference,P. 119–136,,0.232,below_threshold,unresolved,,
mention-0134,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,78,78,1,"Idem. Pere Albert: Barcelona Canon, Royal Advocate, Feudal Theorist // Anuario de Estudios Medievales. 2002. № 1 (32). P. 39–74.",full_reference,P. 39–74,,0.258,below_threshold,unresolved,,
mention-0135,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,79,79,1,Idem. The Murder of the Abbot: A Homicide and its Wider Impact in Fourteenth-Century Catalonia // Mediaevistik. 2008. Vol. 21. P. 87–111.,full_reference,Vol. 21; P. 87–111,korneeva-research-313,0.98,exact_title,matched,,
mention-0136,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,80,80,1,Iglesia Ferreirós A. Glosas y Usatges: el ms. BNP Latin 4670 A Edición // Initium: Revista catalana d’historia del dret. 2002. № 7. P. 363–847,full_reference,P. 363–847,korneeva-research-276,0.98,exact_title,matched,,
mention-0137,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,80,80,2,Idem. La compilación catalana del «ms». E // Initium: Revista catalana d’historia del dret. 2005. № 10. P. 381–544,full_reference,P. 381–544,korneeva-research-280,0.98,exact_title,matched,,
mention-0138,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,80,80,3,Idem. Variaciones sobre un mismo tema: los usatges de Barcelona // Initium: Revista catalana d’historia del dret. 2006. № 11. P. 3–105 и др. его работы.,full_reference,P. 3–105,korneeva-research-310,0.98,exact_title,matched,,
mention-0139,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,81,81,1,Idem. El derecho en la Cataluña altomedieval // Memorias de la Real Academia de Buenas Letras de Barcelona. 1991. Vol 24. P. 27–34.,full_reference,P. 27–34,,0.374,below_threshold,unresolved,,
mention-0140,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,82,82,1,"Idem.Un pequeño enigma el origen de los “Usatici” // Mundos medievales: espacios, sociedades y poder : homenaje al profesor José Ángel García de Cortázar y Ruiz de Aguirre. 2012. Vol. 1. P. 521–609.",full_reference,Vol. 1; P. 521–609,,0.263,below_threshold,unresolved,,
mention-0141,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,83,83,1,Idem. The Birth of the Usatici // Imago temporis. Medium Aevum. 2011. № 5. P. 119–134.,full_reference,P. 119–134,korneeva-research-300,0.98,exact_title,matched,,
mention-0142,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,84,84,1,"Idem. Giraud, D’Abadal y Valls, Mor y los Usatges // Initium: Revista catalana d’historia del dret. 2002. № 7. P. 3–78.",full_reference,P. 3–78,korneeva-research-275,0.98,exact_title,matched,,
mention-0143,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,85,85,1,Sabaté i Curull F. Ejes vertebradores de la oligarquía urbana en Cataluña // Revista d’Historia Medieval. 1998. № 9. P. 127–149.,full_reference,P. 127–149,korneeva-research-368,0.843,token_overlap,matched,,
mention-0144,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,86,86,1,Idem. La Governació al Principat de Catalunya i als comtats de Roselló i Cerdanya // Anales de la Universidad de Alicante. 1999. № 12. P. 21–62.,full_reference,P. 21–62,,0.339,below_threshold,unresolved,,
mention-0145,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,87,87,1,"Idem.  L'apparition du féodalisme dans la péninsule Ibérique. Etat de la recherche au commencement du XXIe siècle // Cahiers de Civilisation Médiévale. 2006. Vol. 49, Nº 193. P. 49–69.",full_reference,"Vol. 49, Nº 193; P. 49–69",,0.385,below_threshold,unresolved,,
